Date,Customer_ID,Customer,Pricelist,Order_Lines_Product_ID,Product_Display_Name,Product_Sub_Category,Product_Category,Broad_Category,Order_Lines_Unit_Price,Order_Quantity,Subtotal,Total_OrderQuantity,Total_Subtotal
2025-08-03,CUST_040,Taylor Moore,Wholesale,PROD_023,Product 23,Beverages,Household,Home Essentials,89.6,2,179.2,2,179.2
2025-07-23,CUST_048,William Fritz,Retail,PROD_010,Product 10,Vegetables,Household,Grocery,70.75,9,636.75,9,636.75
2025-03-27,CUST_027,Wesley Hart,Wholesale,PROD_082,Product 82,Beverages,Household,Grocery,95.92,5,479.6,5,479.6
2025-07-25,CUST_036,Leslie Murray,Retail,PROD_091,Product 91,Fruits,Household,Home Essentials,5.37,3,16.11,3,16.11
2025-08-12,CUST_050,James Steele,Retail,PROD_009,Product 9,Vegetables,Beverage,Grocery,74.53,2,149.06,2,149.06
2025-06-28,CUST_022,Ashley Wyatt,Wholesale,PROD_071,Product 71,Beverages,Household,Home Essentials,93.25,4,373.0,5,391.22
2025-07-31,CUST_020,Katrina Smith,Wholesale,PROD_080,Product 80,Vegetables,Beverage,Grocery,42.59,1,42.59,1,42.59
2025-05-13,CUST_035,Kelsey Shaw,Wholesale,PROD_042,Product 42,Dairy,Food,Grocery,75.18,1,75.18,1,75.18
2025-06-02,CUST_005,Anthony Brown,Retail,PROD_075,Product 75,Fruits,Food,Grocery,88.5,4,354.0,4,354.0
2025-04-23,CUST_037,Jack Williamson,Wholesale,PROD_079,Product 79,Bakery,Beverage,Grocery,39.01,5,195.05,5,195.05
2025-03-06,CUST_020,Katrina Smith,Wholesale,PROD_032,Product 32,Beverages,Household,Home Essentials,69.53,3,208.59,3,208.59
2025-05-24,CUST_043,William Rios,Wholesale,PROD_050,Product 50,Beverages,Beverage,Grocery,14.21,7,99.47,24,737.54
2025-03-23,CUST_047,Mr. Marc Dalton,Retail,PROD_085,Product 85,Vegetables,Household,Home Essentials,89.22,1,89.22,1,89.22
2025-08-06,CUST_027,Wesley Hart,Wholesale,PROD_099,Product 99,Bakery,Food,Home Essentials,26.87,2,53.74,2,53.74
2025-04-22,CUST_028,Patrick Robinson,Retail,PROD_037,Product 37,Beverages,Food,Grocery,66.33,7,464.31,7,464.31
2025-05-20,CUST_035,Kelsey Shaw,Retail,PROD_098,Product 98,Vegetables,Food,Grocery,87.67,7,613.69,7,613.69
2025-07-21,CUST_008,Stacy Robles,Retail,PROD_043,Product 43,Fruits,Beverage,Grocery,57.0,2,114.0,2,114.0
2025-06-04,CUST_022,Ashley Wyatt,Retail,PROD_001,Product 1,Fruits,Household,Grocery,45.49,6,272.94,6,272.94
2025-05-12,CUST_050,James Steele,Wholesale,PROD_046,Product 46,Fruits,Household,Home Essentials,75.92,6,455.52,6,455.52
2025-08-18,CUST_018,Kevin Ward,Retail,PROD_050,Product 50,Dairy,Beverage,Home Essentials,20.88,7,146.16,7,146.16
2025-04-27,CUST_037,Jack Williamson,Retail,PROD_086,Product 86,Fruits,Beverage,Home Essentials,44.5,3,133.5,3,133.5
2025-03-24,CUST_021,Grace Wright,Wholesale,PROD_011,Product 11,Dairy,Beverage,Grocery,83.01,5,415.05,5,415.05
2025-04-15,CUST_032,Kyle Rogers,Wholesale,PROD_037,Product 37,Bakery,Household,Grocery,30.33,1,30.33,1,30.33
2025-03-14,CUST_041,Alan Williams,Retail,PROD_020,Product 20,Dairy,Household,Home Essentials,16.17,10,161.7,17,450.65999999999997
2025-05-17,CUST_002,Jonathon Thomas,Wholesale,PROD_018,Product 18,Fruits,Household,Home Essentials,2.7,8,21.6,15,656.15
2025-06-19,CUST_001,Pamela Tran,Wholesale,PROD_099,Product 99,Dairy,Beverage,Home Essentials,5.07,9,45.63,9,45.63
2025-08-11,CUST_032,Kyle Rogers,Wholesale,PROD_090,Product 90,Beverages,Beverage,Grocery,4.64,8,37.12,8,37.12
2025-06-17,CUST_040,Taylor Moore,Retail,PROD_020,Product 20,Fruits,Household,Grocery,65.41,10,654.1,10,654.1
2025-03-31,CUST_026,Adam Johnson,Wholesale,PROD_091,Product 91,Fruits,Beverage,Grocery,44.33,10,443.3,10,443.3
2025-05-14,CUST_047,Mr. Marc Dalton,Wholesale,PROD_020,Product 20,Bakery,Beverage,Home Essentials,29.18,5,145.9,5,145.9
2025-06-10,CUST_013,Joseph Noble,Wholesale,PROD_070,Product 70,Dairy,Household,Grocery,97.3,5,486.5,5,486.5
2025-07-09,CUST_049,Elizabeth Bailey,Wholesale,PROD_032,Product 32,Bakery,Household,Home Essentials,25.06,4,100.24,4,100.24
2025-03-09,CUST_024,Katelyn Burke,Retail,PROD_045,Product 45,Beverages,Food,Home Essentials,54.54,6,327.24,6,327.24
2025-04-01,CUST_017,Kimberly Rose,Wholesale,PROD_088,Product 88,Fruits,Beverage,Home Essentials,69.76,5,348.8,5,348.8
2025-08-16,CUST_003,Katherine Washington,Retail,PROD_004,Product 4,Fruits,Household,Grocery,13.37,4,53.48,6,176.38
2025-06-01,CUST_022,Ashley Wyatt,Wholesale,PROD_085,Product 85,Fruits,Food,Grocery,4.64,2,9.28,2,9.28
2025-06-02,CUST_046,Jennifer Glass,Wholesale,PROD_025,Product 25,Dairy,Household,Grocery,14.73,8,117.84,8,117.84
2025-07-09,CUST_041,Alan Williams,Wholesale,PROD_027,Product 27,Fruits,Beverage,Home Essentials,76.46,5,382.3,10,518.1
2025-06-24,CUST_007,David Collins,Wholesale,PROD_031,Product 31,Dairy,Beverage,Home Essentials,52.2,10,522.0,10,522.0
2025-07-02,CUST_032,Kyle Rogers,Wholesale,PROD_017,Product 17,Fruits,Food,Home Essentials,65.62,6,393.72,6,393.72
2025-05-09,CUST_012,Melissa Montgomery,Wholesale,PROD_019,Product 19,Dairy,Beverage,Home Essentials,63.75,4,255.0,4,255.0
2025-04-10,CUST_003,Katherine Washington,Retail,PROD_081,Product 81,Vegetables,Food,Home Essentials,90.65,10,906.5,10,906.5
2025-05-03,CUST_021,Grace Wright,Retail,PROD_042,Product 42,Vegetables,Beverage,Grocery,46.98,4,187.92,4,187.92
2025-05-08,CUST_029,Diana Rojas,Retail,PROD_088,Product 88,Bakery,Household,Home Essentials,80.66,3,241.98,6,443.90999999999997
2025-03-26,CUST_007,David Collins,Wholesale,PROD_034,Product 34,Dairy,Household,Grocery,59.01,9,531.09,9,531.09
2025-07-21,CUST_023,Miss Patricia Huff,Retail,PROD_035,Product 35,Fruits,Beverage,Home Essentials,24.38,6,146.28,6,146.28
2025-06-17,CUST_039,Shannon Green,Retail,PROD_040,Product 40,Fruits,Household,Grocery,56.86,7,398.02,7,398.02
2025-04-22,CUST_047,Mr. Marc Dalton,Retail,PROD_064,Product 64,Beverages,Household,Grocery,46.71,3,140.13,12,870.9
2025-04-12,CUST_047,Mr. Marc Dalton,Wholesale,PROD_023,Product 23,Vegetables,Beverage,Grocery,72.74,3,218.22,3,218.22
2025-05-15,CUST_036,Leslie Murray,Wholesale,PROD_052,Product 52,Beverages,Beverage,Home Essentials,96.79,5,483.95,5,483.95
2025-05-31,CUST_015,Lindsey Glass,Retail,PROD_053,Product 53,Fruits,Food,Grocery,83.11,2,166.22,2,166.22
2025-03-15,CUST_031,Heather Gray,Retail,PROD_031,Product 31,Vegetables,Food,Grocery,93.82,5,469.1,5,469.1
2025-03-29,CUST_040,Taylor Moore,Retail,PROD_052,Product 52,Beverages,Food,Grocery,42.75,4,171.0,4,171.0
2025-05-30,CUST_039,Shannon Green,Retail,PROD_003,Product 3,Bakery,Household,Home Essentials,57.35,9,516.15,12,599.25
2025-07-27,CUST_028,Patrick Robinson,Wholesale,PROD_052,Product 52,Beverages,Beverage,Grocery,22.7,8,181.6,8,181.6
2025-08-01,CUST_023,Miss Patricia Huff,Retail,PROD_065,Product 65,Bakery,Beverage,Home Essentials,80.75,10,807.5,10,807.5
2025-08-08,CUST_010,Steven Richardson,Retail,PROD_014,Product 14,Fruits,Household,Home Essentials,37.64,10,376.4,10,376.4
2025-03-25,CUST_036,Leslie Murray,Retail,PROD_050,Product 50,Dairy,Food,Grocery,73.62,9,662.58,9,662.58
2025-04-11,CUST_016,Jason Vazquez,Retail,PROD_098,Product 98,Bakery,Household,Grocery,25.92,9,233.28,9,233.28
2025-06-27,CUST_003,Katherine Washington,Retail,PROD_018,Product 18,Vegetables,Food,Home Essentials,89.22,6,535.32,6,535.32
2025-08-10,CUST_018,Kevin Ward,Retail,PROD_061,Product 61,Vegetables,Food,Home Essentials,93.51,9,841.59,9,841.59
2025-06-27,CUST_046,Jennifer Glass,Retail,PROD_092,Product 92,Vegetables,Food,Grocery,78.63,5,393.15,5,393.15
2025-06-25,CUST_005,Anthony Brown,Retail,PROD_024,Product 24,Bakery,Food,Grocery,80.36,10,803.6,10,803.6
2025-02-18,CUST_042,Jorge Morris,Wholesale,PROD_063,Product 63,Beverages,Household,Grocery,35.48,6,212.88,6,212.88
2025-08-06,CUST_048,William Fritz,Wholesale,PROD_033,Product 33,Beverages,Beverage,Home Essentials,16.7,10,167.0,10,167.0
2025-07-23,CUST_019,Brian Turner,Wholesale,PROD_055,Product 55,Bakery,Food,Home Essentials,54.45,5,272.25,5,272.25
2025-07-20,CUST_010,Steven Richardson,Retail,PROD_028,Product 28,Fruits,Food,Home Essentials,72.27,8,578.16,8,578.16
2025-03-21,CUST_020,Katrina Smith,Wholesale,PROD_031,Product 31,Beverages,Beverage,Grocery,23.24,3,69.72,3,69.72
2025-04-01,CUST_019,Brian Turner,Wholesale,PROD_048,Product 48,Bakery,Beverage,Grocery,4.15,5,20.75,6,77.25
2025-02-28,CUST_013,Joseph Noble,Wholesale,PROD_012,Product 12,Beverages,Beverage,Grocery,49.43,4,197.72,4,197.72
2025-08-13,CUST_042,Jorge Morris,Wholesale,PROD_089,Product 89,Dairy,Beverage,Home Essentials,18.58,3,55.74,3,55.74
2025-06-10,CUST_038,Edward Moreno,Wholesale,PROD_078,Product 78,Dairy,Household,Home Essentials,95.2,6,571.2,6,571.2
2025-04-01,CUST_038,Edward Moreno,Wholesale,PROD_039,Product 39,Bakery,Household,Grocery,8.55,4,34.2,4,34.2
2025-05-27,CUST_017,Kimberly Rose,Wholesale,PROD_005,Product 5,Beverages,Food,Grocery,62.77,2,125.54,2,125.54
2025-08-12,CUST_020,Katrina Smith,Wholesale,PROD_017,Product 17,Vegetables,Food,Grocery,35.4,6,212.4,6,212.4
2025-06-22,CUST_020,Katrina Smith,Wholesale,PROD_096,Product 96,Dairy,Food,Home Essentials,17.64,6,105.84,6,105.84
2025-03-22,CUST_018,Kevin Ward,Wholesale,PROD_040,Product 40,Dairy,Food,Grocery,38.95,5,194.75,5,194.75
2025-03-24,CUST_029,Diana Rojas,Retail,PROD_075,Product 75,Fruits,Household,Home Essentials,82.37,3,247.11,3,247.11
2025-03-01,CUST_024,Katelyn Burke,Retail,PROD_099,Product 99,Fruits,Food,Grocery,6.26,2,12.52,2,12.52
2025-05-01,CUST_012,Melissa Montgomery,Wholesale,PROD_025,Product 25,Beverages,Household,Home Essentials,98.57,3,295.71,3,295.71
2025-05-10,CUST_002,Jonathon Thomas,Retail,PROD_083,Product 83,Vegetables,Household,Grocery,92.15,4,368.6,4,368.6
2025-04-16,CUST_010,Steven Richardson,Retail,PROD_004,Product 4,Fruits,Beverage,Home Essentials,20.63,8,165.04,8,165.04
2025-05-24,CUST_007,David Collins,Wholesale,PROD_097,Product 97,Fruits,Beverage,Home Essentials,79.07,3,237.21,3,237.21
2025-07-13,CUST_034,Robert Miller,Retail,PROD_018,Product 18,Dairy,Food,Home Essentials,19.53,5,97.65,14,332.90999999999997
2025-05-13,CUST_020,Katrina Smith,Wholesale,PROD_046,Product 46,Bakery,Food,Home Essentials,96.05,7,672.35,7,672.35
2025-02-27,CUST_017,Kimberly Rose,Retail,PROD_089,Product 89,Beverages,Food,Grocery,85.42,3,256.26,3,256.26
2025-06-08,CUST_029,Diana Rojas,Retail,PROD_097,Product 97,Fruits,Beverage,Grocery,5.86,6,35.16,6,35.16
2025-04-09,CUST_008,Stacy Robles,Wholesale,PROD_073,Product 73,Fruits,Food,Grocery,21.95,2,43.9,2,43.9
2025-06-15,CUST_037,Jack Williamson,Wholesale,PROD_037,Product 37,Dairy,Household,Grocery,69.16,9,622.44,9,622.44
2025-07-26,CUST_011,Brandon White,Retail,PROD_041,Product 41,Fruits,Beverage,Home Essentials,84.44,2,168.88,2,168.88
2025-02-28,CUST_014,Carla Bush,Retail,PROD_046,Product 46,Bakery,Food,Grocery,2.61,2,5.22,2,5.22
2025-03-17,CUST_029,Diana Rojas,Wholesale,PROD_065,Product 65,Vegetables,Household,Grocery,63.99,8,511.92,8,511.92
2025-05-10,CUST_041,Alan Williams,Retail,PROD_010,Product 10,Vegetables,Food,Home Essentials,68.1,10,681.0,10,681.0
2025-08-09,CUST_031,Heather Gray,Wholesale,PROD_084,Product 84,Beverages,Beverage,Grocery,85.9,3,257.7,8,494.45
2025-08-13,CUST_030,Daniel Taylor,Wholesale,PROD_096,Product 96,Dairy,Food,Grocery,73.58,1,73.58,1,73.58
2025-05-14,CUST_029,Diana Rojas,Wholesale,PROD_012,Product 12,Vegetables,Beverage,Grocery,8.1,4,32.4,4,32.4
2025-06-19,CUST_012,Melissa Montgomery,Retail,PROD_057,Product 57,Fruits,Beverage,Grocery,64.52,10,645.2,10,645.2
2025-03-26,CUST_027,Wesley Hart,Retail,PROD_083,Product 83,Bakery,Beverage,Home Essentials,52.93,10,529.3,10,529.3
2025-07-01,CUST_003,Katherine Washington,Retail,PROD_067,Product 67,Beverages,Beverage,Grocery,19.38,7,135.66,7,135.66
2025-08-13,CUST_018,Kevin Ward,Wholesale,PROD_034,Product 34,Vegetables,Food,Home Essentials,48.06,8,384.48,8,384.48
2025-03-20,CUST_047,Mr. Marc Dalton,Retail,PROD_072,Product 72,Vegetables,Beverage,Home Essentials,33.76,3,101.28,3,101.28
2025-07-28,CUST_014,Carla Bush,Wholesale,PROD_055,Product 55,Dairy,Household,Home Essentials,94.33,2,188.66,2,188.66
2025-07-29,CUST_027,Wesley Hart,Wholesale,PROD_078,Product 78,Fruits,Food,Grocery,91.25,2,182.5,7,370.35
2025-08-14,CUST_013,Joseph Noble,Retail,PROD_045,Product 45,Fruits,Beverage,Home Essentials,26.83,3,80.49,3,80.49
2025-02-22,CUST_024,Katelyn Burke,Wholesale,PROD_076,Product 76,Beverages,Household,Home Essentials,7.19,10,71.9,10,71.9
2025-06-01,CUST_004,Bonnie Garrett,Retail,PROD_028,Product 28,Beverages,Food,Home Essentials,31.73,2,63.46,2,63.46
2025-08-18,CUST_001,Pamela Tran,Retail,PROD_075,Product 75,Fruits,Beverage,Grocery,31.0,6,186.0,6,186.0
2025-05-11,CUST_034,Robert Miller,Wholesale,PROD_049,Product 49,Beverages,Beverage,Grocery,42.64,6,255.84,6,255.84
2025-06-19,CUST_016,Jason Vazquez,Retail,PROD_040,Product 40,Bakery,Household,Grocery,50.64,3,151.92,3,151.92
2025-04-12,CUST_009,Tina Sullivan,Wholesale,PROD_057,Product 57,Vegetables,Beverage,Home Essentials,33.81,10,338.1,10,338.1
2025-05-07,CUST_009,Tina Sullivan,Wholesale,PROD_053,Product 53,Dairy,Food,Home Essentials,32.83,10,328.3,10,328.3
2025-07-27,CUST_016,Jason Vazquez,Wholesale,PROD_003,Product 3,Bakery,Household,Grocery,17.18,10,171.8,10,171.8
2025-06-06,CUST_004,Bonnie Garrett,Retail,PROD_089,Product 89,Beverages,Food,Home Essentials,28.1,2,56.2,2,56.2
2025-03-06,CUST_024,Katelyn Burke,Wholesale,PROD_085,Product 85,Vegetables,Household,Grocery,98.52,7,689.64,7,689.64
2025-05-02,CUST_045,Sheila Williamson,Retail,PROD_033,Product 33,Beverages,Food,Home Essentials,6.76,7,47.32,7,47.32
2025-04-12,CUST_048,William Fritz,Wholesale,PROD_096,Product 96,Vegetables,Food,Grocery,89.33,4,357.32,4,357.32
2025-03-16,CUST_014,Carla Bush,Wholesale,PROD_003,Product 3,Beverages,Food,Home Essentials,9.91,3,29.73,3,29.73
2025-07-07,CUST_033,Thomas Williams,Wholesale,PROD_040,Product 40,Vegetables,Household,Grocery,51.35,10,513.5,10,513.5
2025-05-18,CUST_033,Thomas Williams,Retail,PROD_049,Product 49,Vegetables,Household,Grocery,44.8,4,179.2,4,179.2
2025-06-24,CUST_001,Pamela Tran,Wholesale,PROD_039,Product 39,Vegetables,Beverage,Home Essentials,69.12,7,483.84,7,483.84
2025-04-26,CUST_045,Sheila Williamson,Retail,PROD_077,Product 77,Beverages,Household,Grocery,4.45,1,4.45,1,4.45
2025-05-19,CUST_026,Adam Johnson,Wholesale,PROD_045,Product 45,Beverages,Food,Home Essentials,70.35,10,703.5,10,703.5
2025-07-26,CUST_023,Miss Patricia Huff,Wholesale,PROD_024,Product 24,Bakery,Food,Grocery,51.55,5,257.75,5,257.75
2025-06-10,CUST_003,Katherine Washington,Retail,PROD_044,Product 44,Vegetables,Food,Grocery,22.72,4,90.88,8,425.68
2025-07-03,CUST_028,Patrick Robinson,Wholesale,PROD_008,Product 8,Fruits,Food,Home Essentials,38.12,10,381.2,10,381.2
2025-04-14,CUST_043,William Rios,Retail,PROD_007,Product 7,Fruits,Food,Grocery,85.73,1,85.73,1,85.73
2025-04-24,CUST_036,Leslie Murray,Retail,PROD_036,Product 36,Vegetables,Food,Home Essentials,13.85,8,110.8,8,110.8
2025-07-27,CUST_035,Kelsey Shaw,Retail,PROD_046,Product 46,Fruits,Beverage,Home Essentials,1.45,9,13.05,9,13.05
2025-04-16,CUST_039,Shannon Green,Retail,PROD_017,Product 17,Beverages,Household,Grocery,45.87,2,91.74,2,91.74
2025-05-29,CUST_021,Grace Wright,Wholesale,PROD_035,Product 35,Beverages,Household,Home Essentials,92.57,1,92.57,1,92.57
2025-04-25,CUST_022,Ashley Wyatt,Wholesale,PROD_001,Product 1,Beverages,Beverage,Grocery,82.73,3,248.19,3,248.19
2025-05-09,CUST_022,Ashley Wyatt,Retail,PROD_080,Product 80,Bakery,Household,Home Essentials,3.34,5,16.7,5,16.7
2025-08-19,CUST_004,Bonnie Garrett,Wholesale,PROD_052,Product 52,Beverages,Beverage,Home Essentials,29.91,5,149.55,5,149.55
2025-04-01,CUST_049,Elizabeth Bailey,Wholesale,PROD_095,Product 95,Dairy,Food,Home Essentials,47.81,7,334.67,7,334.67
2025-03-28,CUST_021,Grace Wright,Retail,PROD_027,Product 27,Beverages,Beverage,Home Essentials,55.45,1,55.45,1,55.45
2025-05-17,CUST_002,Jonathon Thomas,Wholesale,PROD_057,Product 57,Beverages,Beverage,Home Essentials,90.65,7,634.55,15,656.15
2025-07-15,CUST_001,Pamela Tran,Wholesale,PROD_083,Product 83,Bakery,Beverage,Home Essentials,92.41,3,277.23,3,277.23
2025-06-21,CUST_026,Adam Johnson,Retail,PROD_006,Product 6,Fruits,Food,Home Essentials,96.17,9,865.53,9,865.53
2025-05-13,CUST_023,Miss Patricia Huff,Wholesale,PROD_099,Product 99,Dairy,Food,Home Essentials,12.46,7,87.22,7,87.22
2025-04-22,CUST_008,Stacy Robles,Wholesale,PROD_039,Product 39,Beverages,Food,Home Essentials,90.21,1,90.21,1,90.21
2025-05-09,CUST_003,Katherine Washington,Wholesale,PROD_057,Product 57,Vegetables,Beverage,Grocery,78.13,4,312.52,4,312.52
2025-02-18,CUST_035,Kelsey Shaw,Wholesale,PROD_027,Product 27,Dairy,Household,Home Essentials,65.11,8,520.88,8,520.88
2025-07-05,CUST_015,Lindsey Glass,Retail,PROD_034,Product 34,Dairy,Food,Home Essentials,92.89,9,836.01,9,836.01
2025-08-05,CUST_001,Pamela Tran,Retail,PROD_004,Product 4,Fruits,Household,Grocery,26.06,4,104.24,7,176.54
2025-08-17,CUST_021,Grace Wright,Retail,PROD_022,Product 22,Vegetables,Food,Grocery,87.75,5,438.75,9,445.87
2025-04-21,CUST_045,Sheila Williamson,Retail,PROD_029,Product 29,Dairy,Beverage,Grocery,20.98,7,146.86,7,146.86
2025-03-31,CUST_014,Carla Bush,Retail,PROD_012,Product 12,Fruits,Beverage,Home Essentials,41.15,10,411.5,10,411.5
2025-05-15,CUST_018,Kevin Ward,Retail,PROD_004,Product 4,Beverages,Beverage,Grocery,25.41,1,25.41,1,25.41
2025-04-01,CUST_001,Pamela Tran,Retail,PROD_052,Product 52,Beverages,Food,Home Essentials,1.6,8,12.8,8,12.8
2025-08-17,CUST_029,Diana Rojas,Wholesale,PROD_089,Product 89,Beverages,Beverage,Home Essentials,83.0,6,498.0,6,498.0
2025-08-09,CUST_034,Robert Miller,Wholesale,PROD_027,Product 27,Dairy,Beverage,Grocery,59.01,1,59.01,1,59.01
2025-03-19,CUST_015,Lindsey Glass,Wholesale,PROD_088,Product 88,Vegetables,Household,Grocery,51.67,9,465.03,9,465.03
2025-03-07,CUST_024,Katelyn Burke,Retail,PROD_013,Product 13,Beverages,Beverage,Grocery,83.51,3,250.53,3,250.53
2025-06-26,CUST_050,James Steele,Wholesale,PROD_093,Product 93,Dairy,Household,Home Essentials,6.15,2,12.3,2,12.3
2025-05-13,CUST_008,Stacy Robles,Retail,PROD_086,Product 86,Beverages,Beverage,Grocery,98.55,5,492.75,5,492.75
2025-04-01,CUST_033,Thomas Williams,Wholesale,PROD_043,Product 43,Beverages,Food,Home Essentials,37.16,2,74.32,2,74.32
2025-05-25,CUST_048,William Fritz,Retail,PROD_081,Product 81,Beverages,Household,Home Essentials,23.32,1,23.32,1,23.32
2025-03-27,CUST_045,Sheila Williamson,Retail,PROD_038,Product 38,Vegetables,Household,Grocery,40.25,7,281.75,7,281.75
2025-04-15,CUST_015,Lindsey Glass,Wholesale,PROD_012,Product 12,Dairy,Food,Home Essentials,51.55,5,257.75,5,257.75
2025-03-20,CUST_009,Tina Sullivan,Retail,PROD_031,Product 31,Fruits,Household,Grocery,95.72,1,95.72,1,95.72
2025-07-29,CUST_027,Wesley Hart,Retail,PROD_016,Product 16,Bakery,Household,Home Essentials,37.57,5,187.85,7,370.35
2025-08-18,CUST_023,Miss Patricia Huff,Retail,PROD_009,Product 9,Fruits,Beverage,Home Essentials,27.92,4,111.68,4,111.68
2025-08-15,CUST_018,Kevin Ward,Wholesale,PROD_087,Product 87,Fruits,Beverage,Grocery,48.57,2,97.14,2,97.14
2025-05-07,CUST_008,Stacy Robles,Wholesale,PROD_034,Product 34,Dairy,Beverage,Grocery,39.81,7,278.67,7,278.67
2025-05-14,CUST_046,Jennifer Glass,Retail,PROD_055,Product 55,Beverages,Food,Home Essentials,48.04,5,240.2,5,240.2
2025-06-23,CUST_001,Pamela Tran,Retail,PROD_004,Product 4,Dairy,Food,Grocery,73.83,4,295.32,4,295.32
2025-06-05,CUST_007,David Collins,Retail,PROD_074,Product 74,Vegetables,Food,Home Essentials,13.65,4,54.6,4,54.6
2025-02-28,CUST_002,Jonathon Thomas,Wholesale,PROD_028,Product 28,Bakery,Beverage,Grocery,78.2,9,703.8,17,1453.24
2025-06-03,CUST_003,Katherine Washington,Retail,PROD_030,Product 30,Beverages,Household,Grocery,68.97,5,344.85,5,344.85
2025-08-05,CUST_043,William Rios,Retail,PROD_002,Product 2,Beverages,Food,Home Essentials,7.88,9,70.92,9,70.92
2025-03-13,CUST_034,Robert Miller,Wholesale,PROD_091,Product 91,Vegetables,Food,Grocery,33.5,2,67.0,2,67.0
2025-05-29,CUST_028,Patrick Robinson,Retail,PROD_086,Product 86,Fruits,Food,Grocery,27.22,3,81.66,3,81.66
2025-05-24,CUST_048,William Fritz,Wholesale,PROD_002,Product 2,Dairy,Beverage,Grocery,48.13,1,48.13,1,48.13
2025-02-26,CUST_040,Taylor Moore,Retail,PROD_051,Product 51,Fruits,Beverage,Grocery,77.46,4,309.84,4,309.84
2025-03-10,CUST_047,Mr. Marc Dalton,Wholesale,PROD_068,Product 68,Fruits,Beverage,Home Essentials,8.14,9,73.26,9,73.26
2025-06-27,CUST_009,Tina Sullivan,Wholesale,PROD_081,Product 81,Bakery,Beverage,Grocery,90.28,2,180.56,2,180.56
2025-08-13,CUST_046,Jennifer Glass,Wholesale,PROD_021,Product 21,Dairy,Household,Home Essentials,28.54,5,142.7,5,142.7
2025-03-26,CUST_003,Katherine Washington,Wholesale,PROD_082,Product 82,Bakery,Household,Grocery,25.11,7,175.77,14,594.51
2025-03-24,CUST_033,Thomas Williams,Wholesale,PROD_081,Product 81,Fruits,Household,Grocery,60.22,4,240.88,4,240.88
2025-06-26,CUST_011,Brandon White,Retail,PROD_038,Product 38,Beverages,Food,Home Essentials,65.71,8,525.68,8,525.68
2025-08-16,CUST_003,Katherine Washington,Wholesale,PROD_092,Product 92,Fruits,Household,Grocery,61.45,2,122.9,6,176.38
2025-05-24,CUST_025,John Guerra,Retail,PROD_013,Product 13,Bakery,Household,Grocery,84.15,7,589.05,7,589.05
2025-07-26,CUST_034,Robert Miller,Retail,PROD_090,Product 90,Dairy,Beverage,Grocery,27.56,2,55.12,2,55.12
2025-05-04,CUST_027,Wesley Hart,Retail,PROD_079,Product 79,Dairy,Food,Home Essentials,36.22,9,325.98,9,325.98
2025-08-03,CUST_018,Kevin Ward,Retail,PROD_018,Product 18,Fruits,Household,Home Essentials,60.23,2,120.46,2,120.46
2025-07-28,CUST_008,Stacy Robles,Wholesale,PROD_091,Product 91,Dairy,Beverage,Home Essentials,15.9,3,47.7,3,47.7
2025-08-16,CUST_031,Heather Gray,Wholesale,PROD_030,Product 30,Fruits,Household,Grocery,92.97,10,929.7,10,929.7
2025-05-19,CUST_016,Jason Vazquez,Wholesale,PROD_071,Product 71,Beverages,Food,Home Essentials,96.55,4,386.2,4,386.2
2025-03-28,CUST_041,Alan Williams,Wholesale,PROD_050,Product 50,Bakery,Beverage,Home Essentials,16.44,8,131.52,13,377.37
2025-04-23,CUST_027,Wesley Hart,Wholesale,PROD_070,Product 70,Beverages,Food,Home Essentials,73.15,3,219.45,3,219.45
2025-03-10,CUST_046,Jennifer Glass,Wholesale,PROD_075,Product 75,Vegetables,Household,Home Essentials,32.84,5,164.2,9,481.96
2025-03-10,CUST_008,Stacy Robles,Wholesale,PROD_084,Product 84,Vegetables,Food,Home Essentials,64.68,2,129.36,2,129.36
2025-03-24,CUST_027,Wesley Hart,Retail,PROD_024,Product 24,Fruits,Food,Home Essentials,38.13,3,114.39,3,114.39
2025-08-01,CUST_033,Thomas Williams,Retail,PROD_018,Product 18,Dairy,Beverage,Grocery,25.1,4,100.4,4,100.4
2025-05-29,CUST_027,Wesley Hart,Wholesale,PROD_095,Product 95,Vegetables,Food,Home Essentials,47.7,5,238.5,5,238.5
2025-08-04,CUST_015,Lindsey Glass,Retail,PROD_047,Product 47,Vegetables,Food,Grocery,97.14,9,874.26,9,874.26
2025-02-25,CUST_046,Jennifer Glass,Retail,PROD_017,Product 17,Fruits,Food,Grocery,76.91,1,76.91,1,76.91
2025-04-24,CUST_040,Taylor Moore,Retail,PROD_052,Product 52,Dairy,Food,Home Essentials,37.49,9,337.41,9,337.41
2025-02-26,CUST_008,Stacy Robles,Retail,PROD_024,Product 24,Beverages,Food,Grocery,1.51,6,9.06,6,9.06
2025-04-25,CUST_031,Heather Gray,Retail,PROD_054,Product 54,Beverages,Beverage,Home Essentials,88.48,9,796.32,9,796.32
2025-08-05,CUST_001,Pamela Tran,Wholesale,PROD_055,Product 55,Beverages,Household,Grocery,24.1,3,72.3,7,176.54
2025-03-19,CUST_048,William Fritz,Retail,PROD_038,Product 38,Fruits,Beverage,Grocery,54.36,5,271.8,5,271.8
2025-03-27,CUST_018,Kevin Ward,Wholesale,PROD_100,Product 100,Dairy,Food,Grocery,45.76,5,228.8,11,431.9
